     Src IP Addr,     Dst IP Addr,     bps, Duration,        Date first seen,         Date last seen
  23.226.231.226,   217.15.20.194,       0,    0.000,2020-02-25 08:40:00.890,2020-02-25 08:40:00.890
  23.226.231.226,   217.15.20.194,       1,  749.240,2020-02-25 08:27:33.800,2020-02-25 08:40:03.040
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:40:03.100,2020-02-25 08:40:03.100
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:40:03.100,2020-02-25 08:40:03.100
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:40:03.100,2020-02-25 08:40:03.100
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:40:03.110,2020-02-25 08:40:03.110
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:40:03.110,2020-02-25 08:40:03.110
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:40:03.110,2020-02-25 08:40:03.110
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:03.570,2020-02-25 08:40:03.570
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:03.620,2020-02-25 08:40:03.620
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:03.620,2020-02-25 08:40:03.620
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:03.620,2020-02-25 08:40:03.620
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:03.800,2020-02-25 08:40:03.800
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:03.810,2020-02-25 08:40:03.810
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:03.810,2020-02-25 08:40:03.810
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:03.810,2020-02-25 08:40:03.810
  192.168.250.50,   68.232.34.200,       0,    0.000,2020-02-25 08:40:03.810,2020-02-25 08:40:03.810
   68.232.34.200,   217.15.20.194,       0,    0.000,2020-02-25 08:40:03.850,2020-02-25 08:40:03.850
  192.168.250.50,   13.94.102.123,   17939,    1.130,2020-02-25 08:40:03.620,2020-02-25 08:40:04.750
   13.94.102.123,   217.15.20.194,   52085,    1.120,2020-02-25 08:40:03.680,2020-02-25 08:40:04.800
   192.168.250.3,  23.226.231.226,      78,   31.400,2020-02-25 08:39:35.190,2020-02-25 08:40:06.590
   192.168.250.4,     62.231.6.98,       0,    0.000,2020-02-25 08:40:07.720,2020-02-25 08:40:07.720
     62.231.6.98,   217.15.20.194,       0,    0.000,2020-02-25 08:40:07.730,2020-02-25 08:40:07.730
  192.168.250.50,    140.82.118.5,   25850,    2.080,2020-02-25 08:40:06.710,2020-02-25 08:40:08.790
    140.82.118.5,   217.15.20.194,   50148,    2.070,2020-02-25 08:40:06.750,2020-02-25 08:40:08.820
  173.194.221.95,   217.15.20.194,     433,  240.240,2020-02-25 08:36:10.480,2020-02-25 08:40:10.720
  192.168.250.27,  173.194.221.95,     158,  240.240,2020-02-25 08:36:10.480,2020-02-25 08:40:10.720
  64.233.165.132,   217.15.20.194,     408,  240.090,2020-02-25 08:36:10.660,2020-02-25 08:40:10.750
  192.168.250.27,  64.233.165.132,      77,  240.110,2020-02-25 08:36:10.640,2020-02-25 08:40:10.750
   192.168.250.3,  23.226.231.226,       5,  772.530,2020-02-25 08:27:20.860,2020-02-25 08:40:13.390
  23.226.231.226,   217.15.20.194,       0,    0.000,2020-02-25 08:40:13.750,2020-02-25 08:40:13.750
 159.138.156.212,   217.15.20.194,    2257,    5.210,2020-02-25 08:40:08.680,2020-02-25 08:40:13.890
   192.168.250.3, 159.138.156.212,   46733,    5.210,2020-02-25 08:40:08.680,2020-02-25 08:40:13.890
    92.118.38.58,   217.15.20.194,     748,   11.060,2020-02-25 08:40:03.020,2020-02-25 08:40:14.080
   192.168.250.3,    92.118.38.58,     703,   11.060,2020-02-25 08:40:03.020,2020-02-25 08:40:14.080
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:14.340,2020-02-25 08:40:14.340
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:14.350,2020-02-25 08:40:14.350
  192.168.250.62,   192.168.250.1,       0,    0.000,2020-02-25 08:40:14.610,2020-02-25 08:40:14.610
   192.168.250.1,  192.168.250.62,       0,    0.000,2020-02-25 08:40:14.610,2020-02-25 08:40:14.610
  20.185.212.106,   217.15.20.194,     496,  128.910,2020-02-25 08:38:06.150,2020-02-25 08:40:15.060
  31.216.147.135,   217.15.20.194,     128,  427.260,2020-02-25 08:33:08.600,2020-02-25 08:40:15.860
  192.168.250.50,  31.216.147.135,     152,  427.260,2020-02-25 08:33:08.650,2020-02-25 08:40:15.910
    209.17.97.66,   217.15.20.194,       0,    0.000,2020-02-25 08:40:15.990,2020-02-25 08:40:15.990
 192.168.250.250,    209.17.97.66,       0,    0.000,2020-02-25 08:40:15.990,2020-02-25 08:40:15.990
   77.111.247.11,   217.15.20.194,    1641,   45.190,2020-02-25 08:39:31.620,2020-02-25 08:40:16.810
  192.168.250.50,   77.111.247.11,     506,   45.230,2020-02-25 08:39:31.580,2020-02-25 08:40:16.810
  192.168.250.50,   192.168.250.1,    1945,    1.020,2020-02-25 08:40:16.560,2020-02-25 08:40:17.580
  192.168.250.27,   192.168.250.1,       0,    0.000,2020-02-25 08:40:17.910,2020-02-25 08:40:17.910
   192.168.250.1,  192.168.250.27,       0,    0.000,2020-02-25 08:40:17.920,2020-02-25 08:40:17.920
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:18.260,2020-02-25 08:40:18.260
  192.168.250.50,    140.82.118.5,    8385,   10.000,2020-02-25 08:40:09.030,2020-02-25 08:40:19.030
    140.82.118.5,   217.15.20.194,   16309,    9.990,2020-02-25 08:40:09.070,2020-02-25 08:40:19.060
   192.168.250.3,  23.226.231.226,      78,   31.550,2020-02-25 08:39:48.040,2020-02-25 08:40:19.590
  173.194.73.101,   217.15.20.194,     210,  240.090,2020-02-25 08:36:23.820,2020-02-25 08:40:23.910
  192.168.250.27,  173.194.73.101,      67,  240.100,2020-02-25 08:36:23.810,2020-02-25 08:40:23.910
  23.226.231.226,   217.15.20.194,       1,  757.320,2020-02-25 08:27:46.810,2020-02-25 08:40:24.130
  192.168.250.50,   52.114.158.92,    3368,   10.410,2020-02-25 08:40:14.350,2020-02-25 08:40:24.760
   52.114.158.92,   217.15.20.194,    5375,   10.400,2020-02-25 08:40:14.530,2020-02-25 08:40:24.930
  23.226.231.226,   217.15.20.194,       0,    0.000,2020-02-25 08:40:26.600,2020-02-25 08:40:26.600
   192.168.250.3,  23.226.231.226,       3, 1691.500,2020-02-25 08:12:16.290,2020-02-25 08:40:27.790
   192.168.250.3,  23.226.231.226,      79,   31.100,2020-02-25 08:40:00.890,2020-02-25 08:40:31.990
  192.168.250.50,   77.111.247.11,   11088,    7.760,2020-02-25 08:40:26.560,2020-02-25 08:40:34.320
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:40:34.330,2020-02-25 08:40:34.330
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:40:34.330,2020-02-25 08:40:34.330
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:40:34.330,2020-02-25 08:40:34.330
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:40:34.330,2020-02-25 08:40:34.330
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:40:34.330,2020-02-25 08:40:34.330
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:40:34.330,2020-02-25 08:40:34.330
   77.111.247.11,   217.15.20.194,    3305,    7.750,2020-02-25 08:40:26.600,2020-02-25 08:40:34.350
   192.168.250.3,  23.226.231.226,       5,  780.590,2020-02-25 08:27:33.800,2020-02-25 08:40:34.390
  46.229.168.148,   217.15.20.194,       0,    0.000,2020-02-25 08:40:34.520,2020-02-25 08:40:34.520
 192.168.250.247,  46.229.168.148,       0,    0.000,2020-02-25 08:40:34.520,2020-02-25 08:40:34.520
    209.17.97.66,   217.15.20.194,       0,    0.000,2020-02-25 08:40:35.390,2020-02-25 08:40:35.390
 192.168.250.250,    209.17.97.66,       0,    0.000,2020-02-25 08:40:35.390,2020-02-25 08:40:35.390
   192.168.250.2,   23.105.235.71,      46, 3587.080,2020-02-25 07:40:51.280,2020-02-25 08:40:38.360
  23.226.231.226,   217.15.20.194,       0,    0.000,2020-02-25 08:40:39.460,2020-02-25 08:40:39.460
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:40:39.760,2020-02-25 08:40:39.760
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:40:39.760,2020-02-25 08:40:39.760
   192.168.250.3,     93.92.192.5,       0,    0.000,2020-02-25 08:40:39.770,2020-02-25 08:40:39.770
     93.92.192.5,   217.15.20.194,       0,    0.000,2020-02-25 08:40:39.770,2020-02-25 08:40:39.770
  192.168.250.27, 195.122.177.150,     230,   22.020,2020-02-25 08:40:17.920,2020-02-25 08:40:39.940
 195.122.177.150,   217.15.20.194,     142,   22.020,2020-02-25 08:40:17.960,2020-02-25 08:40:39.980
  23.226.231.226,   217.15.20.194,       1, 1836.180,2020-02-25 08:10:07.780,2020-02-25 08:40:43.960
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:44.120,2020-02-25 08:40:44.120
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:44.150,2020-02-25 08:40:44.150
  192.168.250.50, 146.185.130.157,       0,    0.000,2020-02-25 08:40:44.150,2020-02-25 08:40:44.150
 146.185.130.157,   217.15.20.194,       0,    0.000,2020-02-25 08:40:44.190,2020-02-25 08:40:44.190
  192.168.250.50, 146.185.130.157,       0,    0.000,2020-02-25 08:40:44.280,2020-02-25 08:40:44.280
  192.168.250.50,   77.111.247.11,   51145,    1.750,2020-02-25 08:40:42.570,2020-02-25 08:40:44.320
 146.185.130.157,   217.15.20.194,       0,    0.000,2020-02-25 08:40:44.320,2020-02-25 08:40:44.320
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:44.350,2020-02-25 08:40:44.350
   77.111.247.11,   217.15.20.194,   13863,    1.760,2020-02-25 08:40:42.600,2020-02-25 08:40:44.360
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:44.370,2020-02-25 08:40:44.370
  192.168.250.50, 146.185.130.157,       0,    0.000,2020-02-25 08:40:44.670,2020-02-25 08:40:44.670
 146.185.130.157,   217.15.20.194,       0,    0.000,2020-02-25 08:40:44.710,2020-02-25 08:40:44.710
   192.168.250.3,  23.226.231.226,      79,   31.040,2020-02-25 08:40:13.750,2020-02-25 08:40:44.790
  23.226.231.226,   217.15.20.194,       1,  765.470,2020-02-25 08:27:59.750,2020-02-25 08:40:45.220
    92.118.38.58,   217.15.20.194,     737,   11.140,2020-02-25 08:40:34.250,2020-02-25 08:40:45.390
   192.168.250.3,    92.118.38.58,     698,   11.130,2020-02-25 08:40:34.260,2020-02-25 08:40:45.390
  198.199.125.70,   217.15.20.194,   29833,    1.030,2020-02-25 08:40:44.430,2020-02-25 08:40:45.460
  192.168.250.50,  198.199.125.70,    6275,    1.090,2020-02-25 08:40:44.370,2020-02-25 08:40:45.460
  192.168.250.50,  198.199.125.70,       0,    0.000,2020-02-25 08:40:45.510,2020-02-25 08:40:45.510
  198.199.125.70,   217.15.20.194,       0,    0.000,2020-02-25 08:40:45.560,2020-02-25 08:40:45.560
  192.168.250.50,  198.199.125.70,       0,    0.000,2020-02-25 08:40:45.750,2020-02-25 08:40:45.750
  198.199.125.70,   217.15.20.194,       0,    0.000,2020-02-25 08:40:45.810,2020-02-25 08:40:45.810
  192.168.250.62,   192.168.250.1,       0,    0.000,2020-02-25 08:40:46.860,2020-02-25 08:40:46.860
   192.168.250.1,  192.168.250.62,       0,    0.000,2020-02-25 08:40:46.860,2020-02-25 08:40:46.860
  192.168.250.27,   13.94.102.123,     227,   90.330,2020-02-25 08:39:17.280,2020-02-25 08:40:47.610
  23.226.231.226,   217.15.20.194,       0, 1814.180,2020-02-25 08:10:33.440,2020-02-25 08:40:47.620
   192.168.250.3,    141.8.142.75,   17118,    5.020,2020-02-25 08:40:44.640,2020-02-25 08:40:49.660
    141.8.142.75,   217.15.20.194,    1607,    5.030,2020-02-25 08:40:44.640,2020-02-25 08:40:49.670
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:49.710,2020-02-25 08:40:49.710
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:49.770,2020-02-25 08:40:49.770
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:49.770,2020-02-25 08:40:49.770
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:49.770,2020-02-25 08:40:49.770
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:50.880,2020-02-25 08:40:50.880
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:50.880,2020-02-25 08:40:50.880
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:51.010,2020-02-25 08:40:51.010
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:51.060,2020-02-25 08:40:51.060
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:51.060,2020-02-25 08:40:51.060
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:51.060,2020-02-25 08:40:51.060
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:40:51.550,2020-02-25 08:40:51.550
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:40:51.870,2020-02-25 08:40:51.870
  23.226.231.226,   217.15.20.194,       0,    0.000,2020-02-25 08:40:52.320,2020-02-25 08:40:52.320
 176.121.209.144,   217.15.20.194,     303,    6.950,2020-02-25 08:40:47.300,2020-02-25 08:40:54.250
   192.168.250.3, 176.121.209.144,     211,    6.950,2020-02-25 08:40:47.300,2020-02-25 08:40:54.250
  192.168.250.50,   52.188.42.235,    7093,    4.270,2020-02-25 08:40:50.490,2020-02-25 08:40:54.760
  192.168.250.50,   52.114.158.92,   18258,    1.640,2020-02-25 08:40:53.120,2020-02-25 08:40:54.760
  192.168.250.50,     40.101.84.2,    9057,    3.690,2020-02-25 08:40:51.070,2020-02-25 08:40:54.760
  192.168.250.50,  40.100.149.146,     306,    4.800,2020-02-25 08:40:49.960,2020-02-25 08:40:54.760
  192.168.250.50,  40.100.149.146,    2802,    4.990,2020-02-25 08:40:49.770,2020-02-25 08:40:54.760
  192.168.250.50,    13.107.18.11,    7456,    3.870,2020-02-25 08:40:50.890,2020-02-25 08:40:54.760
  192.168.250.50,    13.107.6.163,    7650,    2.880,2020-02-25 08:40:51.880,2020-02-25 08:40:54.760
    13.107.18.11,   217.15.20.194,  233252,    3.870,2020-02-25 08:40:50.900,2020-02-25 08:40:54.770
     40.101.84.2,   217.15.20.194,  244678,    3.690,2020-02-25 08:40:51.090,2020-02-25 08:40:54.780
    13.107.6.163,   217.15.20.194,   20852,    2.880,2020-02-25 08:40:51.900,2020-02-25 08:40:54.780
   52.188.42.235,   217.15.20.194,   13215,    4.260,2020-02-25 08:40:50.610,2020-02-25 08:40:54.870
   52.114.158.92,   217.15.20.194,   34087,    1.640,2020-02-25 08:40:53.300,2020-02-25 08:40:54.940
  40.100.149.146,   217.15.20.194,    8990,    4.990,2020-02-25 08:40:50.040,2020-02-25 08:40:55.030
  40.100.149.146,   217.15.20.194,     240,    4.800,2020-02-25 08:40:50.230,2020-02-25 08:40:55.030
   192.168.250.3,  23.226.231.226,       5,  788.780,2020-02-25 08:27:46.810,2020-02-25 08:40:55.590
   192.168.250.3,  23.226.231.226,      77,   31.590,2020-02-25 08:40:26.600,2020-02-25 08:40:58.190
   192.168.250.5,    91.209.94.10,       1, 3200.000,2020-02-25 07:47:39.160,2020-02-25 08:40:59.160
    91.209.94.10,   217.15.20.194,       1, 3200.000,2020-02-25 07:47:39.170,2020-02-25 08:40:59.170
   77.111.247.11,   217.15.20.194,    1652,   45.210,2020-02-25 08:40:16.850,2020-02-25 08:41:02.060
  192.168.250.50,   77.111.247.11,     506,   45.250,2020-02-25 08:40:16.810,2020-02-25 08:41:02.060
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:41:03.070,2020-02-25 08:41:03.070
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:41:03.090,2020-02-25 08:41:03.090
  192.168.250.57,   13.94.102.123,     227,   90.320,2020-02-25 08:39:33.110,2020-02-25 08:41:03.430
  192.168.250.27,    162.250.5.76,      47, 3561.440,2020-02-25 07:41:42.810,2020-02-25 08:41:04.250
   74.125.74.134,   217.15.20.194,       0,    0.000,2020-02-25 08:41:04.810,2020-02-25 08:41:04.810
 192.168.250.247,   74.125.74.134,       0,    0.000,2020-02-25 08:41:04.810,2020-02-25 08:41:04.810
  23.226.231.226,   217.15.20.194,       0,    0.000,2020-02-25 08:41:05.160,2020-02-25 08:41:05.160
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:41:05.560,2020-02-25 08:41:05.560
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:41:05.570,2020-02-25 08:41:05.570
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:41:05.570,2020-02-25 08:41:05.570
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:41:05.570,2020-02-25 08:41:05.570
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:41:05.570,2020-02-25 08:41:05.570
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:41:05.570,2020-02-25 08:41:05.570
  23.226.231.226,   217.15.20.194,       1,  773.710,2020-02-25 08:28:12.650,2020-02-25 08:41:06.360
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:41:08.430,2020-02-25 08:41:08.430
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:41:08.440,2020-02-25 08:41:08.440
  192.168.250.50,    140.82.118.6,    2255,    5.940,2020-02-25 08:41:03.090,2020-02-25 08:41:09.030
    140.82.118.6,   217.15.20.194,    6798,    5.940,2020-02-25 08:41:03.130,2020-02-25 08:41:09.070
   192.168.250.3,  23.226.231.226,      78,   31.330,2020-02-25 08:40:39.460,2020-02-25 08:41:10.790
  173.194.221.94,   217.15.20.194,     255,  240.070,2020-02-25 08:37:10.970,2020-02-25 08:41:11.040
  192.168.250.27,  173.194.221.94,      58,  240.080,2020-02-25 08:37:10.960,2020-02-25 08:41:11.040
  192.168.250.50,  185.26.182.106,    4695,    5.290,2020-02-25 08:41:08.440,2020-02-25 08:41:13.730
  192.168.250.50,   77.111.247.11,    9981,    5.290,2020-02-25 08:41:08.440,2020-02-25 08:41:13.730
   77.111.247.11,   217.15.20.194,  176987,    5.300,2020-02-25 08:41:08.470,2020-02-25 08:41:13.770
  185.26.182.106,   217.15.20.194,    8177,    5.330,2020-02-25 08:41:08.480,2020-02-25 08:41:13.810
  192.168.250.50,   77.111.247.11,    8378,    3.530,2020-02-25 08:41:10.700,2020-02-25 08:41:14.230
   77.111.247.11,   217.15.20.194,   13683,    3.530,2020-02-25 08:41:10.740,2020-02-25 08:41:14.270
  192.168.250.50,   77.111.247.11,    3254,    5.410,2020-02-25 08:41:08.910,2020-02-25 08:41:14.320
   77.111.247.11,   217.15.20.194,    1648,    5.420,2020-02-25 08:41:08.940,2020-02-25 08:41:14.360
   192.168.250.3,  23.226.231.226,       5, 1867.410,2020-02-25 08:10:07.780,2020-02-25 08:41:15.190
  64.233.162.108,   217.15.20.194,     133,  536.230,2020-02-25 08:32:19.920,2020-02-25 08:41:16.150
  192.168.250.57,  64.233.162.108,      31,  536.240,2020-02-25 08:32:19.910,2020-02-25 08:41:16.150
  192.168.250.57,   192.168.250.1,       0,    0.000,2020-02-25 08:41:16.150,2020-02-25 08:41:16.150
   192.168.250.1,  192.168.250.57,       0,    0.000,2020-02-25 08:41:16.160,2020-02-25 08:41:16.160
   52.114.158.50,   217.15.20.194,     346,  123.330,2020-02-25 08:39:12.990,2020-02-25 08:41:16.320
    92.118.38.58,   217.15.20.194,     741,   11.120,2020-02-25 08:41:05.500,2020-02-25 08:41:16.620
   192.168.250.3,    92.118.38.58,     699,   11.120,2020-02-25 08:41:05.500,2020-02-25 08:41:16.620
   192.168.250.3,  23.226.231.226,       5,  797.040,2020-02-25 08:27:59.750,2020-02-25 08:41:16.790
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:41:17.030,2020-02-25 08:41:17.030
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:41:17.030,2020-02-25 08:41:17.030
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:41:17.030,2020-02-25 08:41:17.030
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:41:17.040,2020-02-25 08:41:17.040
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:41:17.040,2020-02-25 08:41:17.040
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:41:17.070,2020-02-25 08:41:17.070
  23.226.231.226,   217.15.20.194,       0,    0.000,2020-02-25 08:41:18.010,2020-02-25 08:41:18.010
  23.226.231.226,   217.15.20.194,       0, 1729.290,2020-02-25 08:12:29.360,2020-02-25 08:41:18.650
  192.168.250.62,   192.168.250.1,       0,    0.000,2020-02-25 08:41:19.110,2020-02-25 08:41:19.110
   192.168.250.1,  192.168.250.62,       0,    0.000,2020-02-25 08:41:19.110,2020-02-25 08:41:19.110
   192.168.250.3,  23.226.231.226,       4, 1845.950,2020-02-25 08:10:33.440,2020-02-25 08:41:19.390
   13.94.102.123,   217.15.20.194,     484,  122.130,2020-02-25 08:39:17.330,2020-02-25 08:41:19.460
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:41:21.100,2020-02-25 08:41:21.100
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:41:21.110,2020-02-25 08:41:21.110
  192.168.250.27,   62.128.100.39,     239,   22.000,2020-02-25 08:41:00.950,2020-02-25 08:41:22.950
   62.128.100.39,   217.15.20.194,     168,   22.000,2020-02-25 08:41:00.970,2020-02-25 08:41:22.970
   192.168.250.3,  23.226.231.226,      78,   31.270,2020-02-25 08:40:52.320,2020-02-25 08:41:23.590
  192.168.250.50,  185.26.182.106,    1516,    7.410,2020-02-25 08:41:16.910,2020-02-25 08:41:24.320
  192.168.250.50,   77.111.247.11,    5097,    7.410,2020-02-25 08:41:16.910,2020-02-25 08:41:24.320
   77.111.247.11,   217.15.20.194,   60640,    7.420,2020-02-25 08:41:16.940,2020-02-25 08:41:24.360
  185.26.182.106,   217.15.20.194,     695,    7.420,2020-02-25 08:41:16.950,2020-02-25 08:41:24.370
  192.168.250.50,    52.114.75.78,    5920,    3.650,2020-02-25 08:41:21.110,2020-02-25 08:41:24.760
    52.114.75.78,   217.15.20.194,   15316,    3.650,2020-02-25 08:41:21.150,2020-02-25 08:41:24.800
  23.226.231.226,   217.15.20.194,       1,  781.870,2020-02-25 08:28:25.590,2020-02-25 08:41:27.460
  23.226.231.226,   217.15.20.194,       0,    0.000,2020-02-25 08:41:30.860,2020-02-25 08:41:30.860
   192.168.250.3,  23.226.231.226,      78,   31.230,2020-02-25 08:41:05.160,2020-02-25 08:41:36.390
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:41:36.760,2020-02-25 08:41:36.760
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:41:36.760,2020-02-25 08:41:36.760
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:41:36.760,2020-02-25 08:41:36.760
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:41:36.760,2020-02-25 08:41:36.760
   192.168.250.3,  23.226.231.226,       5,  805.140,2020-02-25 08:28:12.650,2020-02-25 08:41:37.790
   13.94.102.123,   217.15.20.194,     469,  125.340,2020-02-25 08:39:33.150,2020-02-25 08:41:38.490
   192.168.250.3,   192.168.250.1,       0,    0.000,2020-02-25 08:41:39.970,2020-02-25 08:41:39.970
   192.168.250.1,   192.168.250.3,       0,    0.000,2020-02-25 08:41:39.970,2020-02-25 08:41:39.970
   192.168.250.3,     93.92.192.5,       0,    0.000,2020-02-25 08:41:39.970,2020-02-25 08:41:39.970
     93.92.192.5,   217.15.20.194,       0,    0.000,2020-02-25 08:41:39.970,2020-02-25 08:41:39.970
  192.168.250.57,   192.168.250.1,       0,    0.000,2020-02-25 08:41:42.940,2020-02-25 08:41:42.940
   192.168.250.1,  192.168.250.57,       0,    0.000,2020-02-25 08:41:42.950,2020-02-25 08:41:42.950
  23.226.231.226,   217.15.20.194,       0,    0.000,2020-02-25 08:41:43.730,2020-02-25 08:41:43.730
  192.168.250.50,  185.26.182.106,    2549,    6.060,2020-02-25 08:41:38.270,2020-02-25 08:41:44.330
  192.168.250.50,   77.111.247.11,   13062,    6.060,2020-02-25 08:41:38.270,2020-02-25 08:41:44.330
   77.111.247.11,   217.15.20.194,  146528,    6.060,2020-02-25 08:41:38.310,2020-02-25 08:41:44.370
  185.26.182.106,   217.15.20.194,    1169,    6.060,2020-02-25 08:41:38.310,2020-02-25 08:41:44.370
   77.111.247.11,   217.15.20.194,    1642,   45.210,2020-02-25 08:41:02.100,2020-02-25 08:41:47.310
  192.168.250.50,   77.111.247.11,     499,   45.250,2020-02-25 08:41:02.060,2020-02-25 08:41:47.310
    92.118.38.58,   217.15.20.194,     754,   10.980,2020-02-25 08:41:36.680,2020-02-25 08:41:47.660
   192.168.250.3,    92.118.38.58,     708,   10.980,2020-02-25 08:41:36.680,2020-02-25 08:41:47.660
  23.226.231.226,   217.15.20.194,       1,  790.140,2020-02-25 08:28:38.530,2020-02-25 08:41:48.670
   192.168.250.3,  23.226.231.226,      78,   31.580,2020-02-25 08:41:18.010,2020-02-25 08:41:49.590
   192.168.250.3,  23.226.231.226,       3, 1760.830,2020-02-25 08:12:29.360,2020-02-25 08:41:50.190
  192.168.250.62,   192.168.250.1,       0,    0.000,2020-02-25 08:41:51.360,2020-02-25 08:41:51.360
   192.168.250.1,  192.168.250.62,       0,    0.000,2020-02-25 08:41:51.360,2020-02-25 08:41:51.360
  192.168.250.27,   52.114.158.50,     933,  210.500,2020-02-25 08:38:23.850,2020-02-25 08:41:54.350
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:41:54.400,2020-02-25 08:41:54.400
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:41:54.400,2020-02-25 08:41:54.400
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:41:54.410,2020-02-25 08:41:54.410
  192.168.250.50, 173.194.221.109,       0,    0.000,2020-02-25 08:41:54.410,2020-02-25 08:41:54.410
 173.194.221.109,   217.15.20.194,       0,    0.000,2020-02-25 08:41:54.410,2020-02-25 08:41:54.410
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:41:54.420,2020-02-25 08:41:54.420
  192.168.250.50,   192.168.250.1,       0,    0.000,2020-02-25 08:41:54.470,2020-02-25 08:41:54.470
   192.168.250.1,  192.168.250.50,       0,    0.000,2020-02-25 08:41:54.480,2020-02-25 08:41:54.480
  192.168.250.50, 213.180.204.212,   76776,    1.010,2020-02-25 08:41:54.420,2020-02-25 08:41:55.430
 213.180.204.212,   217.15.20.194,   4.8 M,    1.010,2020-02-25 08:41:54.440,2020-02-25 08:41:55.450
 173.194.220.102,   217.15.20.194,     242,  252.000,2020-02-25 08:37:43.940,2020-02-25 08:41:55.940
